Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,time unit,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,10,multiple choice,Corticosteroid nasal drops in upright position,corticosteroid nasal_drops,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,11,multiple choice,Corticosteroid nasal drops with head tilted backward,corticosteroid nasal_drops_in_mygind_position,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,12,multiple choice,Cromolyn eye drops,Cromolyn eyes_drops,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,13,multiple choice,Gabapentine,gabapentine,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,14,multiple choice,Nasal lavage with hypertonic solution,hypertonic_sodium_chloride nasal_irrigation,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,15,multiple choice,Nasal lavage with normal saline ,normotonic_sodium_chloride,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,16,multiple choice,Nasal decongestant,oxymetazoline,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,17,multiple choice,Minocycline,minocycline,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,17,multiple choice,Paracetamol,paracetamol,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,18,multiple choice,Pentoxyfillin,pentoxyfilline,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,19,multiple choice,Sodium citrate,sodium_citrate,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,20,multiple choice,Theophylline,theophylline,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,21,multiple choice,Vitamine A,vitamine_A,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,22,multiple choice,Vitamin B12,Vitamine_B12,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,23,multiple choice,Zinc gluconate,zinc_gluconate,range ,,1 10,,,,,,,
228,2,Received medical intervention(s) for smell and taste disorders,For your smell or / and taste issue have you ever tried any drugs listed below (Check all that apply)? If yes was it effective (1= not effective at all - 10 = very effective)? ,pharmacologic effectiveness,,24,multiple choice,None,none,,,,,,,,,,
229,3,Received medical intervention(s) for smell and taste disorders,Please indicate other drugs that you might have taken for your smell and/or taste issues.,pharmacologic effectiveness,other,1,,The drugs I have been taking are (if none enter 0):,,text,,,,,,,,,
230,4,Received medical intervention(s) for smell and taste disorders,Have you been advised to modify your lifestyle with the following recommendation? (Check all that apply),behavioral,,1,multiple choice,Avoid natural gas-related device at home,avoiding_gas-related_device,,,,,,,,,,
230,4,Received medical intervention(s) for smell and taste disorders,Have you been advised to modify your lifestyle with the following recommendation? (Check all that apply),behavioral,,2,multiple choice,Check food expiration date to avoid spoiled food ingestion,checking_food_expiration_date_to_avoid_spoiled_food_ingestion,,,,,,,,,,
230,4,Received medical intervention(s) for smell and taste disorders,Have you been advised to modify your lifestyle with the following recommendation? (Check all that apply),behavioral,,3,multiple choice,Install a natural gas detector,gas_detector,,,,,,,,,,
230,4,Received medical intervention(s) for smell and taste disorders,Have you been advised to modify your lifestyle with the following recommendation? (Check all that apply),behavioral,,4,multiple choice,Optimize cooking recipes ,patient_food_education,,,,,,,,,,
230,4,Received medical intervention(s) for smell and taste disorders,Have you been advised to modify your lifestyle with the following recommendation? (Check all that apply),behavioral,,5,multiple choice,Be self-conscious about smell loss and personal hygiene ,personal_hygiene_monitoring,,,,,,,,,,
230,4,Received medical intervention(s) for smell and taste disorders,Have you been advised to modify your lifestyle with the following recommendation? (Check all that apply),behavioral,,6,multiple choice,None of the above ,none,,,,,,,,,,
231,5,Received medical intervention(s) for smell and taste disorders,Have you been advised to train your sense of smell by smelling 4 odors several times a day for several months?  ,,olfactory_training,1,single choice,Yes,,,,,,,,,,,
231,5,Received medical intervention(s) for smell and taste disorders,Have you been advised to train your sense of smell by smelling 4 odors several times a day for several months?  ,,olfactory_training,2,single choice,No,,,,,,,,,,,
232,1,Received medical intervention(s) for smell and taste disorders,Was smell training effective in improving your sense of smell?  ,effectiveness,olfactory_training,1,,The effectiveness is (1= not effective at all - 10 = very effective):,,range,,1 10,,,231,1,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,1,multiple choice,Brain surgery,,range,,1 10,,,,,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,2,multiple choice,Sinus surgery,,range,,1 10,,,,,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,3,multiple choice,Procedure that change the opening of the nostrils,,range,,1 10,,,,,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,4,multiple choice,Surgery to change the shape of the nose,,range,,1 10,,,,,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,5,multiple choice,Surgery to correct nasal septum,,range,,1 10,,,,,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,6,multiple choice,Procedure to shrink enlarged turbinates ,,range,,1 10,,,,,,,
233,6,Received medical intervention(s) for smell and taste disorders,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,7,multiple choice,None,none,range,,1 10,,,,,,,
234,7,Received medical intervention(s) for smell and taste disorders,Please indicate other surgeries that you might have undergone to treat your smell and/or taste issues.,surgical effectiveness,other,1,,The procedure(s) I underwent is (are) (if none enter 0):,,text,,,,,,,,,
235,1,Ear Nose and Throat Symptoms,We will now ask you several questions about other symptoms that might be associated with smell or taste problems. Are you also experiencing any issues with your ear(s) or hearing? ,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,1,single choice,Yes,,,,,,,,,,,
235,1,Ear Nose and Throat Symptoms,We will now ask you several questions about other symptoms that might be associated with smell or taste problems. Are you also experiencing any issues with your ear(s) or hearing? ,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,2,single choice,No,,,,,,,,,,,
236,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,1,multiple choice,Ear pain,otalgia,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,235,1,,,
236,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,2,multiple choice,Ear pressure,ear_pressure,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,235,1,,,
236,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,3,multiple choice,Ear discharge,otorrhea,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,235,1,,,
236,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,4,multiple choice,Hearing loss,hypoacusis,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,235,1,,,
236,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,5,multiple choice,I hear a ringing or clicking or roaring noise when no sounds is present (tinnitus),tinnitus,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,235,1,,,
236,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms,6,multiple choice,Other,other,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,235,1,,,
237,1,Ear Nose and Throat Symptoms,Please indicate other problems you may experience with your ear(s) or hearing? ,,otology otoneurology associated_ENT_signs_and_chemosensory_symptoms other,1,,My other ear or hearing problem(s) is(are) (if none enter 0):,,text,,,,,235,1,,,
238,2,Ear Nose and Throat Symptoms,Do you sometimes experience vertigo -that is- a sensation that the world is spinning around you? ,,vertigo,1,single choice,Yes,,,,,,,,,,,
238,2,Ear Nose and Throat Symptoms,Do you sometimes experience vertigo -that is- a sensation that the world is spinning around you? ,,vertigo,2,single choice,No,,,,,,,,,,,
239,1,Ear Nose and Throat Symptoms,How long does an episode of vertigo last? ,,vertigo Unit_of_time,1,single choice,seconds,second,,,,,,238,1,,,
239,1,Ear Nose and Throat Symptoms,How long does an episode of vertigo last? ,,vertigo Unit_of_time,2,single choice,Minutes,minute,,,,,,238,1,,,
239,1,Ear Nose and Throat Symptoms,How long does an episode of vertigo last? ,,vertigo Unit_of_time,3,single choice,Hours,hour,,,,,,238,1,,,
239,1,Ear Nose and Throat Symptoms,How long does an episode of vertigo last? ,,vertigo Unit_of_time,4,single choice,Days,day,,,,,,238,1,,,
239,1,Ear Nose and Throat Symptoms,How long does an episode of vertigo last? ,,vertigo Unit_of_time,5,single choice,Weeks,week,,,,,,238,1,,,
239,1,Ear Nose and Throat Symptoms,How long does an episode of vertigo last? ,,vertigo Unit_of_time,6,single choice,Do not know ,do_not_know,,,,,,238,1,,,
240,3,Ear Nose and Throat Symptoms,Do you feel unsteady when you walk?,,unsteady_gait,1,single choice,Yes,,,,,,,,,,,
240,3,Ear Nose and Throat Symptoms,Do you feel unsteady when you walk?,,unsteady_gait,2,single choice,No,,,,,,,,,,,
241,4,Ear Nose and Throat Symptoms,Do you have issues with your nose or sinus (e.g. nasal blockage/runny nose/nosebleeds/facial pressure/sinus infection),,rhinology associated_ENT_signs_and_chemosensory_symptoms,1,single choice,Yes,,,,,,,,,,,
241,4,Ear Nose and Throat Symptoms,Do you have issues with your nose or sinus (e.g. nasal blockage/runny nose/nosebleeds/facial pressure/sinus infection),,rhinology associated_ENT_signs_and_chemosensory_symptoms,2,single choice,No,,,,,,,,,,,
242,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,rhinology associated_ENT_signs_and_chemosensory_symptoms,1,multiple choice,Nasal congestion,nasal_obstruction,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,241,1,,,
242,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,rhinology associated_ENT_signs_and_chemosensory_symptoms,2,multiple choice,Nosebleeds,epistaxis,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,241,1,,,
242,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,rhinology associated_ENT_signs_and_chemosensory_symptoms,3,multiple choice,Runny nose,rhinorrhea,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,241,1,,,
242,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,rhinology associated_ENT_signs_and_chemosensory_symptoms,4,multiple choice,Pressure or pain on the forehead or above the eyes,sensation_of_pressure frontal_sinus,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,241,1,,,
242,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,rhinology associated_ENT_signs_and_chemosensory_symptoms,5,multiple choice,Pressure or pain on the cheek or below the eyes?,sensation_of_pressure maxillary_sinus,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,241,1,,,
242,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date and the affected side.,,rhinology associated_ENT_signs_and_chemosensory_symptoms,6,multiple choice,Other,other,choice_and_datetime,,,Both sides**Left side**Right side**Do not know ,bilateral unilateral_left unilateral_right do_not_know,241,1,,,
243,5,Ear Nose and Throat Symptoms,Please indicate other problems you may experience with your nose or sinus(es)? ,,rhinology associated_ENT_signs_and_chemosensory_symptoms other,1,,My other nose or sinus(es) problem(s) is(are) (if none enter 0):,,text,,,,,241,1,,,
244,6,Ear Nose and Throat Symptoms,Do you experience any problems with your mouth / oral cavity / teeth / throat / cough / swallowing / voice?,,stomatology laryngology,1,single choice,Yes,,,,,,,,,,,
244,6,Ear Nose and Throat Symptoms,Do you experience any problems with your mouth / oral cavity / teeth / throat / cough / swallowing / voice?,,stomatology laryngology,2,single choice,No,,,,,,,,,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,1,multiple choice,Changes in the amount or constistency of your saliva,xerostomy,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,2,multiple choice,I constantly have bad breath,halitosis,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,3,multiple choice,Bad taste in my mouth,dysgeusia,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,4,multiple choice,Swollen or bleeding or tender gums,gingivitis,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,5,multiple choice,Sore throat,odynophagia,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,6,multiple choice,Presence of throat secretions that are difficult to clear,drip nose posterior,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,7,multiple choice,Sensation of a foreign object in the mouth or throat,foreign_body_sensation oral_cavity oropharynx,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,8,multiple choice,Mouth itchiness,prurit oral_cavity,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,9,multiple choice,Chocking while eating,dysphagia,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,10,multiple choice,Cough while eating,cough dysphagia,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,11,multiple choice,Cough that gets worse when lying down or during sleep,drip nose posterior dorsal_decubitus,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,12,multiple choice,Change in voice quality,dysphonia,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology,13,multiple choice,Throat itchiness,prurit oropharynx,datetime,,,,,244,1,,,
245,1,Ear Nose and Throat Symptoms,Are you experiencing one or more of the following symptoms? If yes - please indicate approximately the starting date.,,stomatology laryngology ,14,multiple choice,None,none,,,,,,244,1,,,
246,7,Ear Nose and Throat Symptoms,Please indicate other problems you may experience with your mouth / oral cavity / teeth / throat / cough / swallowing / voice? ,,stomatology laryngology other,1,,My other problems is (are) (if none enter 0):,,text,,,,,244,1,,,
247,8,Ear Nose and Throat Symptoms,Are you experiencing any tingling sensation anywhere above your shoulders?,,paresthesia head neck,1,single choice,Yes,,,,,,,,,,,
247,8,Ear Nose and Throat Symptoms,Are you experiencing any tingling sensation anywhere above your shoulders?,,paresthesia head neck,2,single choice,No,,,,,,,,,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,3,multiple choice,Nose,nose,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,6,multiple choice,Lips,lips,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,7,multiple choice,Mouth,oral_cavity,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,8,multiple choice,Tongue,tongue,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,9,multiple choice,Neck,neck,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,247,1,,,
248,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,10,multiple choice,Do not know ,do_not_know,choice,,,,,247,1,,,
249,9,Ear Nose and Throat Symptoms,Are you experiencing any sensation of numbness anywhere above your shoulders?,,hypoesthesia head neck,1,single choice,Yes,,,,,,,,,,,
249,9,Ear Nose and Throat Symptoms,Are you experiencing any sensation of numbness anywhere above your shoulders?,,hypoesthesia head neck,2,single choice,No,,,,,,,,,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,3,multiple choice,Nose,nose,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,6,multiple choice,Lips,lips,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,7,multiple choice,Mouth,oral_cavity,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,8,multiple choice,Tongue,tongue,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,9,multiple choice,Neck,neck,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,249,1,,,
250,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,10,multiple choice,Do not know ,do_not_know,choice,,,,,249,1,,,
251,10,Ear Nose and Throat Symptoms,Are you experiencing any pain above your shoulders?,,pain head neck,1,single choice,Yes,,,,,,,,,,,
251,10,Ear Nose and Throat Symptoms,Are you experiencing any pain above your shoulders?,,pain head neck,2,single choice,No,,,,,,,,,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,3,multiple choice,Nose,nose,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,6,multiple choice,Lips,lips,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,7,multiple choice,Mouth,oral_cavity,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,8,multiple choice,Tongue,tongue,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,9,multiple choice,Neck,neck,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,251,1,,,
252,1,Ear Nose and Throat Symptoms,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,10,multiple choice,Do not know ,do_not_know,choice,,,,,251,1,,,
253,1,Ear Nose and Throat Symptoms,What triggers this pain? ,,pain head neck Exacerbating_factors,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,251,1,,,
254,11,Ear Nose and Throat Symptoms,Are you experiencing any paralysis or muscle weakness above your shoulders?,,paresis paralysis head neck,1,single choice,Yes,,,,,,,,,,,
254,11,Ear Nose and Throat Symptoms,Are you experiencing any paralysis or muscle weakness above your shoulders?,,paresis paralysis head neck,2,single choice,No,,,,,,,,,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,3,multiple choice,Nose,nose,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
