Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
214,4,Smell and taste disorders treatment ,Have you been advised to train your sense of smell by smelling 4 odors several times a day for several months?  ,,olfactory_training,2,single choice,no,,,,,,,,,,
215,1,Smell and taste disorders treatment ,Was smell training effective in improving your sense of smell?  ,effectiveness,olfactory_training,1,,The effectiveness is (1= not effective at all - 10 = very effective):,,range,10-Jan,,,214,1,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,1,multiple choice,Brain surgery,,range,10-Jan,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,2,multiple choice,Sinus surgery,,range,10-Jan,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,3,multiple choice,Procedure that change the opening of the nostrils,,range,10-Jan,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,4,multiple choice,Surgery to change the shape of the nose,,range,10-Jan,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,5,multiple choice,Surgery to correct nasal septum,,range,10-Jan,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,6,multiple choice,Procedure to shrink enlarged turbinates ,,range,10-Jan,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,7,multiple choice,other,,,,,,,,,,
216,5,Smell and taste disorders treatment ,Did you undergo any of the listed surgery for your current problem?  If yes was it effective (1= not effective at all - 10 = very effective)? ,surgical effectiveness,,8,multiple choice,none,,,,,,,,,,
217,1,Smell and taste disorders treatment ,What other surgeries have you underwent for smell or / and taste issues? ,surgical effectiveness,other,1,,Type here:,,text,,,,216,7,,,
218,1,Associated ENT symptoms and signs,Are you also experiencing any abnormalities such as ear or hearing issues -  instability while walking or diziness ?:,,otology otoneurology associated_ENT_signs_and_symptoms,1,single choice,yes,,,,,,,,,,
218,1,Associated ENT symptoms and signs,Are you also experiencing any abnormalities such as ear or hearing issues -  instability while walking or diziness ?:,,otology otoneurology associated_ENT_signs_and_symptoms,2,single choice,no,,,,,,,,,,
219,1,Associated ENT symptoms and signs,Do you feel any pain in the ear ?,,otalgia,1,single choice,yes,,,,,,218,1,,,
219,1,Associated ENT symptoms and signs,Do you feel any pain in the ear ?,,otalgia,2,single choice,no,,,,,,218,1,,,
220,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,otalgia,1,,It approximately started on:,,datetime,,,,219,1,,,
221,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otalgia,1,single choice,Both side,bilateral,,,,,219,1,,,
221,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otalgia,2,single choice,Left side,unilateral_left,,,,,219,1,,,
221,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otalgia,3,single choice,Right side,unilateral_right,,,,,219,1,,,
221,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otalgia,4,single choice,Do not know ,do_not_know,,,,,219,1,,,
222,1,Associated ENT symptoms and signs,Do you feel any pressure in the ear ?,,ear_pressure,1,single choice,yes,,,,,,218,1,,,
222,1,Associated ENT symptoms and signs,Do you feel any pressure in the ear ?,,ear_pressure,2,single choice,no,,,,,,218,1,,,
223,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,ear_pressure,1,,It approximately started on:,,datetime,,,,222,1,,,
224,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,ear_pressure,1,single choice,Both side,bilateral,,,,,222,1,,,
224,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,ear_pressure,2,single choice,Left side,unilateral_left,,,,,222,1,,,
224,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,ear_pressure,3,single choice,Right side,unilateral_right,,,,,222,1,,,
224,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,ear_pressure,4,single choice,Do not know ,do_not_know,,,,,222,1,,,
225,1,Associated ENT symptoms and signs,any ear discharge?,,otorrhea,1,single choice,yes,,,,,,218,1,,,
225,1,Associated ENT symptoms and signs,any ear discharge?,,otorrhea,2,single choice,no,,,,,,218,1,,,
226,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,otorrhea,1,,It approximately started on:,,datetime,,,,225,1,,,
227,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otorrhea,1,single choice,Both side,bilateral,,,,,225,1,,,
227,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otorrhea,2,single choice,Left side,unilateral_left,,,,,225,1,,,
227,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otorrhea,3,single choice,Right side,unilateral_right,,,,,225,1,,,
227,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,otorrhea,4,single choice,Do not know ,do_not_know,,,,,225,1,,,
228,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,otorrhea,1,multiple choice,bloody,bloody,,,,,225,1,,,
228,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,otorrhea,2,multiple choice,watery (clear),watery,,,,,225,1,,,
228,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,otorrhea,3,multiple choice,purulent (yellowish),purulent,,,,,225,1,,,
228,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,otorrhea,4,multiple choice,fool smelling,fool_smelling,,,,,225,1,,,
228,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,otorrhea,5,multiple choice,Do not know ,do_not_know,,,,,225,1,,,
228,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,otorrhea,6,multiple choice,other,other,,,,,225,1,,,
229,1,Associated ENT symptoms and signs,Do you sometimes experience vertigo - that is - a sensation such as the world is spinning around you? ,,vertigo,1,single choice,yes,,,,,,,,,,
229,1,Associated ENT symptoms and signs,Do you sometimes experience vertigo - that is - a sensation such as the world is spinning around you? ,,vertigo,2,single choice,no,,,,,,,,,,
230,1,Associated ENT symptoms and signs,How long does a episode of vertigo last ? ,,vertigo Unit_of_time,1,single choice,seconds,second,,,,,229,1,,,
230,1,Associated ENT symptoms and signs,How long does a episode of vertigo last ? ,,vertigo Unit_of_time,2,single choice,minutes,minute,,,,,229,1,,,
230,1,Associated ENT symptoms and signs,How long does a episode of vertigo last ? ,,vertigo Unit_of_time,3,single choice,hours,hour,,,,,229,1,,,
230,1,Associated ENT symptoms and signs,How long does a episode of vertigo last ? ,,vertigo Unit_of_time,4,single choice,days,day,,,,,229,1,,,
230,1,Associated ENT symptoms and signs,How long does a episode of vertigo last ? ,,vertigo Unit_of_time,5,single choice,weeks,week,,,,,229,1,,,
230,1,Associated ENT symptoms and signs,How long does a episode of vertigo last ? ,,vertigo Unit_of_time,6,single choice,Do not know ,do_not_know,,,,,229,1,,,
231,1,Associated ENT symptoms and signs,Do you feel unsteady when you walk?,,unsteady_gait,1,single choice,yes,,,,,,,,,,
231,1,Associated ENT symptoms and signs,Do you feel unsteady when you walk?,,unsteady_gait,2,single choice,no,,,,,,,,,,
232,1,Associated ENT symptoms and signs,Are you experiencing hearing loss?,,hypoacusis,1,single choice,yes,,,,,,,,,,
232,1,Associated ENT symptoms and signs,Are you experiencing hearing loss?,,hypoacusis,2,single choice,no,,,,,,,,,,
233,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,hypoacusis,1,,It approximately started on:,,datetime,,,,232,1,,,
234,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,hypoacusis,1,single choice,Both side,bilateral,,,,,232,1,,,
234,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,hypoacusis,2,single choice,Left side,unilateral_left,,,,,232,1,,,
234,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,hypoacusis,3,single choice,Right side,unilateral_right,,,,,232,1,,,
234,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,hypoacusis,4,single choice,Do not know ,do_not_know,,,,,232,1,,,
235,1,Associated ENT symptoms and signs,Are you hearing any ringing or clicking or roaring noise when no sounds is present (tinnitus) ? ,,tinnitus,1,single choice,yes,,,,,,,,,,
235,1,Associated ENT symptoms and signs,Are you hearing any ringing or clicking or roaring noise when no sounds is present (tinnitus) ? ,,tinnitus,2,single choice,no,,,,,,,,,,
236,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,tinnitus,1,,It approximately started on:,,datetime,,,,235,1,,,
237,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,tinnitus,1,single choice,Both side,bilateral,,,,,235,1,,,
237,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,tinnitus,2,single choice,Left side,unilateral_left,,,,,235,1,,,
237,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,tinnitus,3,single choice,Right side,unilateral_right,,,,,235,1,,,
237,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both ear? ,laterality,tinnitus,4,single choice,Do not know ,do_not_know,,,,,235,1,,,
238,2,Associated ENT symptoms and signs,Do you have issues with your nose or sinus (e.g. Nasal blockage or runny nose),,rhinology associated_ENT_signs_and_symptoms,1,single choice,yes,,,,,,,,,,
238,2,Associated ENT symptoms and signs,Do you have issues with your nose or sinus (e.g. Nasal blockage or runny nose),,rhinology associated_ENT_signs_and_symptoms,2,single choice,no,,,,,,,,,,
239,1,Associated ENT symptoms and signs,Are you experiencing nasal blockage ?,,nasal_obstruction,1,single choice,yes,,,,,,238,1,,,
239,1,Associated ENT symptoms and signs,Are you experiencing nasal blockage ?,,nasal_obstruction,2,single choice,no,,,,,,238,1,,,
240,1,Associated ENT symptoms and signs,Are you experiencing nasal blockage mostly from one or both nostrils?  Please rate how difficult it is to breath with your nostril (1=no air can pass through my nostril(s) - 10 = my nose is totally free).,laterality,nasal_obstruction,1,single choice,Both side,bilateral,range,10-Jan,,,239,1,,,
240,1,Associated ENT symptoms and signs,Are you experiencing nasal blockage mostly from one or both nostrils?  Please rate how difficult it is to breath with your nostril (1=no air can pass through my nostril(s) - 10 = my nose is totally free).,laterality,nasal_obstruction,2,single choice,Left side,unilateral_left,range,10-Jan,,,239,1,,,
240,1,Associated ENT symptoms and signs,Are you experiencing nasal blockage mostly from one or both nostrils?  Please rate how difficult it is to breath with your nostril (1=no air can pass through my nostril(s) - 10 = my nose is totally free).,laterality,nasal_obstruction,3,single choice,Right side,unilateral_right,range,10-Jan,,,239,1,,,
240,1,Associated ENT symptoms and signs,Are you experiencing nasal blockage mostly from one or both nostrils?  Please rate how difficult it is to breath with your nostril (1=no air can pass through my nostril(s) - 10 = my nose is totally free).,laterality,nasal_obstruction,4,single choice,Do not know ,do_not_know,,,,,239,1,,,
241,1,Associated ENT symptoms and signs,Are you experiencing nosebleeds ? ,,epistaxis,1,single choice,yes,,,,,,238,1,,,
241,1,Associated ENT symptoms and signs,Are you experiencing nosebleeds ? ,,epistaxis,2,single choice,no,,,,,,238,1,,,
242,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,epistaxis,1,,It approximately started on:,,datetime,,,,241,1,,,
243,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,epistaxis,1,single choice,Both side,bilateral,,,,,241,1,,,
243,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,epistaxis,2,single choice,Left side,unilateral_left,,,,,241,1,,,
243,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,epistaxis,3,single choice,Right side,unilateral_right,,,,,241,1,,,
243,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,epistaxis,4,single choice,Do not know ,do_not_know,,,,,241,1,,,
244,1,Associated ENT symptoms and signs,How frequently do you have nosebleeds? ,,epistaxis Unit_of_time,1,,Please indicate a number and a time unit:,,integer_and_timeunit,,,,241,1,,,
245,1,Associated ENT symptoms and signs,Runny nose?,,rhinorrhea,1,single choice,yes,,,,,,238,1,,,
245,1,Associated ENT symptoms and signs,Runny nose?,,rhinorrhea,2,single choice,no,,,,,,238,1,,,
246,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,rhinorrhea,1,,It approximately started on:,,datetime,,,,245,1,,,
247,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,rhinorrhea,1,single choice,Both side,bilateral,,,,,245,1,,,
247,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,rhinorrhea,2,single choice,Left side,unilateral_left,,,,,245,1,,,
247,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,rhinorrhea,3,single choice,Right side,unilateral_right,,,,,245,1,,,
247,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both nostrils? ,laterality,rhinorrhea,4,single choice,Do not know ,do_not_know,,,,,245,1,,,
248,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,rhinorrhea,1,single choice,bloody,bloody,,,,,245,1,,,
248,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,rhinorrhea,2,single choice,watery,watery,,,,,245,1,,,
248,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,rhinorrhea,3,single choice,purulent (yellowish),purulent,,,,,245,1,,,
248,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,rhinorrhea,4,single choice,fool smelling,fool_smelling,,,,,245,1,,,
248,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,rhinorrhea,5,single choice,Do not know ,do_not_know,,,,,245,1,,,
248,1,Associated ENT symptoms and signs,What color is the discharge? ,characteristic,rhinorrhea,6,single choice,other,other,,,,,245,1,,,
249,1,Associated ENT symptoms and signs,Pressure or pain on the forehead or above the eyes?,,sensation_of_pressure frontal_sinus,1,single choice,yes,,,,,,238,1,,,
249,1,Associated ENT symptoms and signs,Pressure or pain on the forehead or above the eyes?,,sensation_of_pressure frontal_sinus,2,single choice,no,,,,,,238,1,,,
250,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,sensation_of_pressure frontal_sinus,1,,,,datetime,,,,249,1,,,
251,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure frontal_sinus,1,single choice,Both side,bilateral,,,,,249,1,,,
251,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure frontal_sinus,2,single choice,Left side,unilateral_left,,,,,249,1,,,
251,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure frontal_sinus,3,single choice,Right side,unilateral_right,,,,,249,1,,,
251,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure frontal_sinus,4,single choice,Do not know ,do_not_know,,,,,249,1,,,
252,1,Associated ENT symptoms and signs,Is it getting worse while walking or bending down or with head movements? ,,sensation_of_pressure frontal_sinus bending_sign,1,single choice,yes,,,,,,249,1,,,
252,1,Associated ENT symptoms and signs,Is it getting worse while walking or bending down or with head movements? ,,sensation_of_pressure frontal_sinus bending_sign,2,single choice,no,,,,,,249,1,,,
253,1,Associated ENT symptoms and signs,Pressure or pain on the cheek or below the eyes?,,sensation_of_pressure maxillary_sinus,1,single choice,yes,,,,,,238,1,,,
253,1,Associated ENT symptoms and signs,Pressure or pain on the cheek or below the eyes?,,sensation_of_pressure maxillary_sinus,2,single choice,no,,,,,,238,1,,,
254,1,Associated ENT symptoms and signs,When did this problem start? ,Onset_date,sensation_of_pressure maxillary_sinus,1,,It approximately started on:,,datetime,,,,253,1,,,
255,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure maxillary_sinus,1,single choice,Both side,bilateral,,,,,253,1,,,
255,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure maxillary_sinus,2,single choice,Left side,unilateral_left,,,,,253,1,,,
255,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure maxillary_sinus,3,single choice,Right side,unilateral_right,,,,,253,1,,,
255,1,Associated ENT symptoms and signs,Are you experiencing this problem from one or both side? ,laterality,sensation_of_pressure maxillary_sinus,4,single choice,Do not know ,do_not_know,,,,,253,1,,,
256,1,Associated ENT symptoms and signs,Is it getting worse while walking or bending down or with head movements? ,,sensation_of_pressure maxillary_sinus bending_sign,1,single choice,yes,,,,,,253,1,,,
256,1,Associated ENT symptoms and signs,Is it getting worse while walking or bending down or with head movements? ,,sensation_of_pressure maxillary_sinus bending_sign,2,single choice,no,,,,,,253,1,,,
257,3,Associated ENT symptoms and signs,Have you noticed any mouth oral cavity teeth throat or swallowing abnormalities?,,stomatology,1,single choice,yes,,,,,,,,,,
257,3,Associated ENT symptoms and signs,Have you noticed any mouth oral cavity teeth throat or swallowing abnormalities?,,stomatology,2,single choice,no,,,,,,,,,,
258,4,Associated ENT symptoms and signs,Did you notice any changes in amount or constistency of your saliva?,,xerostomy,1,single choice,yes,,,,,,,,,,
258,4,Associated ENT symptoms and signs,Did you notice any changes in amount or constistency of your saliva?,,xerostomy,2,single choice,no,,,,,,,,,,
259,5,Associated ENT symptoms and signs,Do you constantly have a bad breath?,,halitosis,1,single choice,yes,,,,,,,,,,
259,5,Associated ENT symptoms and signs,Do you constantly have a bad breath?,,halitosis,2,single choice,no,,,,,,,,,,
260,6,Associated ENT symptoms and signs,or a bad taste in your mouth?,,dysgeusia,1,single choice,yes,,,,,,,,,,
260,6,Associated ENT symptoms and signs,or a bad taste in your mouth?,,dysgeusia,2,single choice,no,,,,,,,,,,
261,7,Associated ENT symptoms and signs,swollen or bleeding or tender gums?,,gingivitis,1,single choice,yes,,,,,,,,,,
261,7,Associated ENT symptoms and signs,swollen or bleeding or tender gums?,,gingivitis,2,single choice,no,,,,,,,,,,
262,8,Associated ENT symptoms and signs,sore throat ?,,odynophagia,1,single choice,yes,,,,,,,,,,
262,8,Associated ENT symptoms and signs,sore throat ?,,odynophagia,2,single choice,no,,,,,,,,,,
263,9,Associated ENT symptoms and signs,presence of throat secretions that are difficult to clear? ,,drip nose posterior,1,single choice,yes,,,,,,,,,,
263,9,Associated ENT symptoms and signs,presence of throat secretions that are difficult to clear? ,,drip nose posterior,2,single choice,no,,,,,,,,,,
264,10,Associated ENT symptoms and signs,Cough that get worse when lying down or during sleep?,,drip nose posterior dorsal_decubitus,1,single choice,yes,,,,,,,,,,
264,10,Associated ENT symptoms and signs,Cough that get worse when lying down or during sleep?,,drip nose posterior dorsal_decubitus,2,single choice,no,,,,,,,,,,
265,11,Associated ENT symptoms and signs,Sensation of foreign object in the mouth or throat?,,foreign_body_sensation oral_cavity oropharynx,1,single choice,yes,,,,,,,,,,
265,11,Associated ENT symptoms and signs,Sensation of foreign object in the mouth or throat?,,foreign_body_sensation oral_cavity oropharynx,2,single choice,no,,,,,,,,,,
266,12,Associated ENT symptoms and signs,mouth itchiness ?,,prurit oral_cavity,1,single choice,yes,,,,,,,,,,
266,12,Associated ENT symptoms and signs,mouth itchiness ?,,prurit oral_cavity,2,single choice,no,,,,,,,,,,
267,13,Associated ENT symptoms and signs,throat itchiness?,,prurit oropharynx,1,single choice,yes,,,,,,,,,,
267,13,Associated ENT symptoms and signs,throat itchiness?,,prurit oropharynx,2,single choice,no,,,,,,,,,,
268,14,Associated ENT symptoms and signs,Chocking while eating ? ,,dysphagia,1,single choice,yes,,,,,,,,,,
268,14,Associated ENT symptoms and signs,Chocking while eating ? ,,dysphagia,2,single choice,no,,,,,,,,,,
269,15,Associated ENT symptoms and signs,Cough while eating?,,cough dysphagia,1,single choice,yes,,,,,,,,,,
269,15,Associated ENT symptoms and signs,Cough while eating?,,cough dysphagia,2,single choice,no,,,,,,,,,,
270,16,Associated ENT symptoms and signs,Change in voice quality ?,,dysphonia,1,single choice,yes,,,,,,,,,,
270,16,Associated ENT symptoms and signs,Change in voice quality ?,,dysphonia,2,single choice,no,,,,,,,,,,
271,17,Associated ENT symptoms and signs,Are you experiencing any tingling sensation anywhere above your shoulders?,,paresthesia head neck,1,single choice,yes,,,,,,,,,,
271,17,Associated ENT symptoms and signs,Are you experiencing any tingling sensation anywhere above your shoulders?,,paresthesia head neck,2,single choice,no,,,,,,,,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,3,multiple choice,Nose,nose,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,6,multiple choice,lips,lips,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,7,multiple choice,mouth,oral_cavity,,,,,271,1,,,
272,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,paresthesia head neck Anatomy_and_localization,8,multiple choice,tongue,tongue,,,,,271,1,,,
273,18,Associated ENT symptoms and signs,Are you experiencing any sensation of numbness anywhere above your shoulders?,,hypoesthesia head neck,1,single choice,yes,,,,,,,,,,
273,18,Associated ENT symptoms and signs,Are you experiencing any sensation of numbness anywhere above your shoulders?,,hypoesthesia head neck,2,single choice,no,,,,,,,,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,3,multiple choice,Nose,nose,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,6,multiple choice,lips,lips,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,7,multiple choice,mouth,oral_cavity,,,,,273,1,,,
274,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,hypoesthesia head neck Anatomy_and_localization,8,multiple choice,tongue,tongue,,,,,273,1,,,
275,19,Associated ENT symptoms and signs,Are you experiencing any pain above your shoulders?,,pain head neck,1,single choice,yes,,,,,,,,,,
275,19,Associated ENT symptoms and signs,Are you experiencing any pain above your shoulders?,,pain head neck,2,single choice,no,,,,,,,,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,3,multiple choice,Nose,nose,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,6,multiple choice,lips,lips,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,7,multiple choice,mouth,oral_cavity,,,,,275,1,,,
276,1,Associated ENT symptoms and signs,In which region is this sensation located? Which side?,,pain head neck Anatomy_and_localization,8,multiple choice,tongue,tongue,,,,,275,1,,,
277,1,Associated ENT symptoms and signs,What triggers this pain? ,,pain head neck Exacerbating_factors,1,,Type here:,,text,,,,275,1,,,
278,20,Associated ENT symptoms and signs,Are you experiencing any paralysis or muscle weakness above your shoulders?,,paresis paralysis head neck,1,single choice,yes,,,,,,,,,,
278,20,Associated ENT symptoms and signs,Are you experiencing any paralysis or muscle weakness above your shoulders?,,paresis paralysis head neck,2,single choice,no,,,,,,,,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,1,multiple choice,Forehead,forehead,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,2,multiple choice,Cheek,cheek,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,3,multiple choice,Nose,nose,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,4,multiple choice,Chin,Chin,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,6,multiple choice,lips,lips,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,7,multiple choice,mouth,oral_cavity,,,,,278,1,,,
279,1,Associated ENT symptoms and signs,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,8,multiple choice,tongue,tongue,,,,,278,1,,,
280,1,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,1,multiple choice,Alzheimer-s Disease,Alzheimer&acute;s_Disease,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
280,1,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,2,multiple choice,Amyotrophic lateral sclerosis,amyotrophic_lateral_sclerosis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
